time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,country,location,loc,city,Richter Scale,year,Depth Scale,cluster
1915-05-19 04:48:30.930000+00:00,38.4,39.674,15.0,5.71,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem913909,2022-04-26T00:04:23.717Z,"16 km NNW of Ergani, Turkey",earthquake,4.311959213401311,5.2,0.2,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(38.4, 39.674)","Maden, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Moderate,1915,Shallow,1
1931-05-06 20:22:21.360000+00:00,38.436,38.955,15.0,5.24,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgemsup,iscgemsup906764,2022-05-09T17:30:02.379Z,"15 km NNW of Do?anyol, Turkey",earthquake,4.311959213401311,5.0,0.2,19.70785935884178,reviewed,iscgemsup,iscgemsup, Turkey,"(38.436, 38.955)","Baskil, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Moderate,1931,Shallow,1
1948-08-18 19:06:13.460000+00:00,38.39,39.141,15.0,5.38,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgemsup,iscgemsup897501,2022-05-09T15:35:04.473Z,"13 km NE of Do?anyol, Turkey",earthquake,4.311959213401311,5.0,0.2,19.70785935884178,reviewed,iscgemsup,iscgemsup, Turkey,"(38.39, 39.141)","Uslu, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Moderate,1948,Shallow,1
1973-09-10 03:02:04.200000+00:00,38.491,39.621,33.0,4.9,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00003d0,2022-04-27T18:39:53.336Z,"27 km NNW of Ergani, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(38.491, 39.621)","mezra, Maden, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Moderate,1973,Shallow,0
1974-06-23 21:06:10.200000+00:00,38.728,39.179,33.0,4.5,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00006v7,2014-11-06T23:21:24.879Z,"7 km NNW of Elaz??, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(38.728, 39.179)","Nuralı, Elâzığ Merkez, Elazığ, Doğu Anadolu Bölgesi, 23119, Türkiye",Elazığ,Light,1974,Shallow,0
1974-08-21 13:36:30.300000+00:00,38.732,38.968,11.0,4.4,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00007qe,2014-11-06T23:21:25.902Z,"21 km ESE of Keban, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(38.732, 38.968)","Kozluk, Elâzığ Merkez, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Light,1974,Shallow,1
1977-03-25 02:39:58.200000+00:00,38.562,40.024,21.0,5.2,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000n3z,2022-04-27T16:34:57.373Z,"8 km W of Ar?cak, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(38.562, 40.024)","Kayahisar, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Moderate,1977,Shallow,0
1977-05-14 21:43:38.100000+00:00,38.774,40.019,10.0,4.7,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000nwa,2020-07-10T22:12:10.998Z,"12 km NE of Palu, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(38.774, 40.019)","Kovancılar, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Light,1977,Shallow,1
1977-07-17 09:00:33.100000+00:00,38.636,39.852,33.0,4.3,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp0000ps0,2014-11-06T23:21:43.002Z,"8 km SW of Palu, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(38.636, 39.852)","Gümeçbağlar yolu, Palu, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Light,1977,Shallow,0
1979-09-12 16:14:51.300000+00:00,38.662,39.803,10.0,5.0,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00012x3,2022-04-27T14:54:44.919Z,"8 km SW of Kovanc?lar, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(38.662, 39.803)","Kovancılar, Elazığ, Doğu Anadolu Bölgesi, 23850, Türkiye",Elazığ,Moderate,1979,Shallow,1
1982-04-24 18:04:05.110000+00:00,38.36,39.577,10.0,4.5,mb,30.579625292740047,116.87532138024358,0.8673025404157043,1.1,us,usp0001kx1,2014-11-07T00:31:10.881Z,"18 km WNW of Ergani, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,11.0,reviewed,us,us, Turkey,"(38.36, 39.577)","Çayır, Elazığ, Doğu Anadolu Bölgesi, Türkiye",Elazığ,Light,1982,Shallow,1
